"Word","FREQcount","CDcount","Dom_PoS_SUBTLEX","Percentage_dom_PoS"
"wells",480,175,"Name","0.79"
"wellspring",7,7,"Noun","1.00"
"wellsprings",1,1,"Noun","1.00"
"welsbach",6,1,"Name","1.00"
"welsh",60,47,"Adjective","0.67"
"welshed",8,7,"Verb","1.00"
"welsher",9,9,"Noun","0.78"
"welshers",1,1,"Noun","1.00"
"welshing",7,6,"Verb","0.86"
"welshman",9,6,"Noun","1.00"
"welt",9,8,"Noun","0.89"
"welter",1,1,"Noun","1.00"
"welterweight",18,12,"Noun","1.00"
"welts",13,10,"Noun","0.92"
"wem",1,1,"Name","1.00"
"wemmy",1,1,"Noun","1.00"
"wen",183,25,"Name","0.97"
"wench",88,58,"Noun","1.00"
"wenched",1,1,"Verb","1.00"
"wenches",22,11,"Noun","1.00"
"wenching",1,1,"Verb","1.00"
"wend",4,3,"Verb","1.00"
"wende",1,1,"Noun","1.00"
"wended",1,1,"Verb","1.00"
"wendigo",19,5,"Noun","0.89"
"wending",1,1,"Verb","1.00"
"wendish",4,2,"Noun","0.50"
"wends",2,2,"Verb","1.00"
"wenny",2,1,"Name","1.00"
"went",20987,6677,"Verb","1.00"
"wept",71,64,"Verb","1.00"
"wer",6,5,"Verb","1.00"
"were",84804,8237,"Verb","1.00"
"weren",6237,3867,"Noun","1.00"
"werent",2,2,"Adjective","0.63"
"werewolf",227,55,"Noun","0.90"
"werewolves",77,35,"Noun","0.78"
"wert",8,3,"Name","0.63"
"weskit",3,1,"Verb","0.67"
"weskits",2,1,"Noun","1.00"
"wesley",571,129,"Name","1.00"
"wesleyan",5,3,"Noun","0.80"
"wessel",6,4,"Name","0.83"
"west",3088,1571,"Noun","0.87"
"westbound",46,33,"Verb","0.50"
"westerlies",1,1,"Noun","1.00"
"westerly",8,7,"Adjective","1.00"
"western",679,466,"Adjective","0.76"
"westerner",10,9,"Noun","1.00"
"westerners",22,21,"Noun","1.00"
"westernization",1,1,"Noun","1.00"
"westernized",2,2,"Verb","0.50"
"westernmost",1,1,"Adjective","1.00"
"westerns",37,27,"Noun","1.00"
"westham",1,1,"Name","1.00"
"westinghouse",23,12,"Name","1.00"
"westland",2,2,"Noun","1.00"
"westlaw",1,1,"Name","1.00"
"westling",1,1,"Verb","1.00"
"westminster",46,19,"Name","1.00"
"westphalia",1,1,"Name","1.00"
"westward",24,24,"Adverb","0.96"
"westwards",1,1,"Adverb","1.00"
"westy",5,2,"Noun","0.60"
"wet",2000,1405,"Adjective","0.78"
"wetback",24,18,"Noun","1.00"
"wetbacks",5,5,"Noun","1.00"
"wether",7,6,"Verb","1.00"
"wetland",5,1,"Noun","1.00"
"wetlands",42,11,"Noun","1.00"
"wetness",6,6,"Noun","1.00"
"wets",18,18,"Verb","0.89"
"wetsuit",3,3,"Noun","1.00"
"wetted",1,1,"Adjective","1.00"
"wetter",24,23,"Adjective","1.00"
"wetters",3,3,"Noun","0.67"
"wettest",4,4,"Adjective","0.75"
"wetting",42,39,"Verb","0.95"
"weve",16,8,"Noun","0.55"
"wey",8,1,"Name","0.88"
"weymouth",24,7,"Name","1.00"
"wf",3,2,"Noun","0.67"
"wh",147,111,"Name","0.74"
"wha",499,203,"Unclassified","0.75"
"whack",455,293,"Verb","0.63"
"whacked",207,158,"Verb","0.55"
"whacker",17,13,"Noun","0.82"
"whacking",64,50,"Verb","0.77"
"whacks",26,24,"Verb","0.62"
"whacky",2,2,"Adjective","1.00"
"whale",574,231,"Noun","0.95"
"whaleboat",1,1,"Noun","1.00"
"whalebone",5,4,"Noun","1.00"
"whaled",4,3,"Verb","1.00"
"whaler",20,10,"Noun","0.95"
"whalers",9,3,"Noun","0.89"
"whales",297,103,"Noun","1.00"
"whaling",45,27,"Noun","1.00"
"wham",98,78,"Interjection","1.00"
"whammed",2,1,"Verb","0.50"
"whammo",11,9,"Noun","1.00"
"whammy",34,23,"Noun","0.79"
"whan",5,5,"Noun","1.00"
"whang",5,5,"Noun","0.60"
"whangs",1,1,"Noun","1.00"
"whap",7,4,"Verb","0.71"
"whar",4,4,"Name","0.50"
"whare",1,1,"Verb","1.00"
"wharf",65,43,"Noun","0.98"
"wharfs",1,1,"Noun","1.00"
"wharves",1,1,"Noun","1.00"
"what",501965,8365,"Determiner","1.00"
"whatchamacallit",29,26,"Adjective","0.93"
"whatchamacallits",1,1,"Noun","1.00"
"whatd",2,2,"Verb","1.00"
"whatever",12584,5573,"Determiner","1.00"
"whatnot",101,83,"Noun","0.74"
"whatnots",4,4,"Verb","0.75"
"whats",102,32,"Noun","1.00"
"whatshername",4,4,"Verb","0.50"
"whatshisname",19,16,"Verb","0.42"
"whatsis",2,2,"Noun","1.00"
"whatsit",7,6,"Noun","0.86"
"whatsits",4,4,"Noun","1.00"
"whatsoever",470,424,"Determiner","1.00"
"wheal",1,1,"Name","1.00"
"wheat",293,203,"Noun","1.00"
"wheaten",1,1,"Adjective","1.00"
"wheatgrass",12,8,"Noun","0.75"
"wheaties",22,18,"Name","0.64"
"whee",86,62,"Interjection","1.00"
"wheedle",5,5,"Verb","0.80"
"wheedled",1,1,"Verb","1.00"
"wheedles",1,1,"Verb","1.00"
"wheedling",2,2,"Adjective","1.00"
"wheel",1380,851,"Noun","0.97"
"wheelbarrow",31,23,"Noun","1.00"
"wheelbarrows",3,3,"Noun","1.00"
"wheelbase",4,4,"Verb","0.50"
"wheelchair",316,216,"Noun","1.00"
"wheelchairs",16,15,"Noun","1.00"
"wheeled",41,39,"Verb","0.90"
"wheeler",195,50,"Name","0.98"
"wheelers",6,2,"Noun","0.83"
"wheelhouse",10,9,"Noun","1.00"
"wheelie",11,7,"Noun","1.00"
"wheelies",6,6,"Noun","1.00"
"wheeling",39,35,"Verb","0.72"
"wheelmaking",1,1,"Verb","1.00"
"wheelman",10,9,"Noun","1.00"
"wheels",678,535,"Noun","0.90"
"wheelwright",2,2,"Noun","1.00"
"wheelwrights",1,1,"Noun","1.00"
"wheen",1,1,"Name","1.00"
"wheeze",29,15,"Verb","0.72"
"wheezed",1,1,"Verb","1.00"
"wheezer",11,4,"Noun","0.64"
"wheezers",1,1,"Noun","1.00"
"wheezes",11,10,"Noun","0.64"
"wheezily",1,1,"Adverb","1.00"
"wheezing",40,32,"Verb","0.73"
"wheezy",14,8,"Adjective","0.77"
"whelk",2,2,"Noun","1.00"
"whelks",1,1,"Noun","1.00"
"whelmed",2,2,"Verb","1.00"
"whelp",24,12,"Noun","0.54"
"whelped",1,1,"Verb","1.00"
"whelps",1,1,"Noun","1.00"
"when",103739,8312,"Conjunction","0.68"
"whenas",1,1,"Noun","1.00"
"whence",53,46,"Adverb","1.00"
"whenever",1790,1464,"Adverb","1.00"
"whens",2,2,"Noun","0.82"
"where",93341,8260,"Adverb","0.80"
"whereabout",6,5,"Noun","1.00"
"whereabouts",327,286,"Noun","0.86"
"whereas",181,159,"Conjunction","1.00"
"whereases",3,3,"Noun","1.00"
"whereby",37,36,"Adverb","1.00"
"wherefor",1,1,"Noun","1.00"
"wherefore",44,31,"Adverb","1.00"
"wherefores",2,2,"Noun","1.00"
"wherein",25,22,"Adverb","1.00"
"whereof",10,9,"Adverb","1.00"
"whereon",1,1,"Adverb","1.00"
"wheres",15,7,"Name","0.74"
"whereto",1,1,"Adverb","1.00"
"whereupon",11,11,"Conjunction","0.91"
"wherever",1500,1158,"Adverb","1.00"
"wherewith",1,1,"Adverb","1.00"
"wherewithal",7,7,"Noun","1.00"
"wherry",4,2,"Name","0.75"
"whet",8,8,"Verb","1.00"
"whether",3424,2253,"Conjunction","1.00"
"whets",2,2,"Verb","1.00"
"whetstone",9,6,"Noun","0.56"
"whetted",5,5,"Verb","1.00"
"whetting",1,1,"Verb","1.00"
"whew",320,251,"Verb","0.96"
"whey",4,4,"Noun","0.75"
"which",24339,6653,"Determiner","1.00"
"whichever",163,152,"Determiner","1.00"
"whickers",1,1,"Name","1.00"
"whiff",127,112,"Noun","0.94"
"whiffed",3,2,"Verb","1.00"
"whiffenpoof",7,3,"Noun","0.71"
"whiffet",1,1,"Verb","1.00"
"whiffing",2,2,"Verb","0.50"
"whiffle",3,3,"Noun","1.00"
"whiffletree",1,1,"Noun","1.00"
"whiffs",2,2,"Noun","1.00"
"whiffy",4,3,"Noun","0.50"
"whig",3,3,"Adjective","1.00"
"whigs",5,3,"Noun","1.00"
"while",17821,6545,"Conjunction","0.59"
"whiles",4,3,"Noun","0.75"
"whiling",1,1,"Verb","1.00"
"whillikers",2,2,"Noun","1.00"
"whilst",77,70,"Conjunction","1.00"
"whim",119,96,"Noun","1.00"
"whimmy",1,1,"Adjective","1.00"
"whimper",37,34,"Noun","0.56"
"whimpered",4,4,"Verb","1.00"
"whimpering",127,86,"Verb","0.71"
"whimpers",77,56,"Verb","0.83"
"whims",39,35,"Noun","1.00"
"whimsical",40,33,"Adjective","1.00"
"whimsicalities",2,2,"Noun","1.00"
"whimsy",24,20,"Noun","0.96"
"whine",83,80,"Verb","0.72"
"whined",5,5,"Verb","0.80"
"whiner",14,10,"Noun","1.00"
"whiners",7,6,"Noun","0.86"
"whines",32,25,"Verb","0.81"
"whiney",14,6,"Noun","0.57"
"whingeing",3,3,"Verb","0.67"
"whinging",3,3,"Verb","1.00"
"whining",244,213,"Verb","0.79"
"whinnied",1,1,"Verb","1.00"
"whinnies",36,19,"Noun","0.83"
"whinny",13,13,"Noun","1.00"
"whinnying",41,12,"Name","0.54"
"whiny",52,48,"Adjective","0.85"
"whip",671,473,"Verb","0.60"
"whiplash",90,42,"Noun","0.47"
"whipped",370,269,"Verb","0.69"
"whipper",91,24,"Noun","0.51"
"whippersnapper",8,8,"Noun","1.00"
"whippersnappers",2,2,"Noun","1.00"
"whippet",5,2,"Noun","1.00"
"whippets",2,1,"Noun","1.00"
"whipping",112,95,"Verb","0.64"
"whippings",3,3,"Noun","1.00"
"whippoorwill",27,14,"Noun","0.85"
"whippy",2,2,"Name","0.50"
"whips",60,53,"Noun","0.60"
"whipstaff",6,1,"Verb","0.50"
"whipster",1,1,"Name","1.00"
"whir",5,4,"Noun","1.00"
"whirl",89,72,"Noun","0.83"
"whirled",2,2,"Verb","1.00"
"whirlies",1,1,"Name","1.00"
"whirligig",2,2,"Noun","1.00"
"whirling",35,29,"Verb","0.60"
"whirlpool",31,27,"Noun","1.00"
"whirlpools",4,4,"Noun","1.00"
"whirlwind",49,36,"Noun","1.00"
"whirlwinds",1,1,"Noun","1.00"
"whirly",1,1,"Adjective","1.00"
"whirlybird",8,5,"Noun","1.00"
"whirlybirds",2,1,"Noun","1.00"
"whirr",1,1,"Verb","1.00"
"whirring",138,71,"Verb","0.67"
"whirrs",9,6,"Verb","0.78"
"whirs",18,16,"Verb","0.72"
"whish",7,4,"Verb","0.57"
"whishes",1,1,"Verb","1.00"
"whishing",1,1,"Verb","1.00"
"whisk",29,29,"Verb","0.76"
"whiskbroom",1,1,"Noun","1.00"
"whisked",10,10,"Verb","1.00"
"whisker",13,12,"Noun","1.00"
"whiskered",3,3,"Adjective","1.00"
"whiskers",109,83,"Noun","0.94"
"whiskey",822,439,"Noun","1.00"
"whiskeys",12,9,"Noun","1.00"
"whiskies",8,7,"Noun","1.00"
"whiskin",1,1,"Noun","1.00"
"whisking",6,6,"Verb","0.50"
"whisks",5,5,"Verb","1.00"
"whisky",205,114,"Noun","1.00"
"whisper",403,300,"Verb","0.65"
"whispered",103,93,"Verb","0.93"
"whisperer",9,7,"Noun","1.00"
"whisperers",6,3,"Noun","1.00"
"whispering",413,274,"Verb","0.92"
"whisperings",3,3,"Noun","1.00"
"whispers",280,183,"Verb","0.76"
"whispery",3,2,"Adjective","0.67"
"whist",11,9,"Noun","0.91"
"whistle",788,473,"Noun","0.73"
"whistled",25,25,"Verb","1.00"
"whistler",73,30,"Name","0.96"
"whistlers",6,5,"Noun","1.00"
"whistles",216,159,"Verb","0.62"
"whistling",261,179,"Noun","0.48"
"whit",99,23,"Noun","0.95"
"white",8744,3355,"Adjective","0.82"
"whiteacre",12,1,"Name","0.70"
"whitecaps",1,1,"Noun","1.00"
"whitechapel",10,5,"Name","1.00"
"whitecoat",1,1,"Noun","1.00"
"whited",2,2,"Verb","0.50"
"whitefish",25,5,"Noun","1.00"
"whitehall",27,18,"Name","1.00"
"whitehead",45,11,"Name","0.98"
"whiteheads",2,2,"Noun","1.00"
"whitely",12,4,"Name","0.83"
"whiten",3,3,"Verb","1.00"
"whitened",1,1,"Verb","1.00"
"whiteness",6,5,"Noun","1.00"
"whitening",2,2,"Verb","1.00"
"whiteout",8,6,"Noun","1.00"
"whiter",37,34,"Adjective","1.00"
"whites",232,160,"Noun","1.00"
"whitest",18,17,"Adjective","1.00"
"whitestone",3,2,"Name","1.00"
"whitetail",1,1,"Noun","1.00"
"whitewalls",6,5,"Noun","0.83"
"whitewash",33,20,"Verb","0.52"
"whitewashed",11,10,"Adjective","0.55"
"whitewashing",3,3,"Verb","1.00"
"whitewater",3,2,"Name","0.67"
"whitewood",29,5,"Name","0.90"
"whitey",404,92,"Name","0.68"
"whiteys",6,5,"Noun","0.65"
"whitfield",81,18,"Name","0.99"
"whither",18,17,"Adverb","1.00"
"whithersoever",4,2,"Verb","1.00"
"whities",8,7,"Noun","0.75"
"whiting",31,9,"Noun","0.74"
"whitish",1,1,"Adjective","1.00"
"whitlow",6,1,"Name","1.00"
"whitman",89,46,"Name","1.00"
"whitney",166,74,"Name","1.00"
"whitsun",1,1,"Noun","1.00"
"whitsuntide",1,1,"Name","1.00"
"whitter",5,1,"Name","1.00"
"whittle",21,17,"Verb","0.95"
"whittled",9,8,"Verb","1.00"
"whittler",4,4,"Noun","1.00"
"whittlers",1,1,"Noun","1.00"
"whittles",2,2,"Verb","1.00"
"whittling",16,15,"Verb","0.94"
"whitworth",18,3,"Name","1.00"
"whity",2,2,"Noun","1.00"
"whiz",199,167,"Verb","0.47"
"whizbang",3,1,"Name","0.67"
"whizkid",1,1,"Noun","1.00"
"whizz",11,9,"Noun","0.64"
"whizzed",5,5,"Verb","1.00"
"whizzer",5,4,"Noun","0.80"
"whizzers",6,2,"Noun","1.00"
"whizzes",4,4,"Verb","0.75"
"whizzing",22,18,"Verb","1.00"
"whizzle",1,1,"Noun","1.00"
"who",113370,8318,"Pronoun","0.99"
"whoa",8023,2473,"Interjection","1.00"
"whod",2,1,"Verb","0.67"
"whodunit",8,7,"Noun","0.88"
"whodunits",2,2,"Noun","1.00"
"whodunnit",1,1,"Noun","1.00"
"whoever",2203,1669,"Pronoun","1.00"
"whole",19660,6432,"Adjective","0.95"
"wholegrain",3,2,"Noun","1.00"
"wholehearted",4,4,"Adjective","1.00"
"wholeheartedly",15,15,"Adverb","1.00"
"wholeness",5,3,"Noun","1.00"
"wholesale",85,78,"Adjective","0.89"
"wholesaler",9,9,"Noun","1.00"
"wholesalers",6,6,"Noun","1.00"
"wholesales",1,1,"Noun","1.00"
"wholesome",81,71,"Adjective","0.96"
"wholesomeness",5,5,"Noun","1.00"
"wholewheat",2,2,"Noun","0.50"
"wholl",1,1,"Verb","0.63"
"wholly",69,48,"Adverb","1.00"
"whom",1795,1254,"Pronoun","1.00"
"whomever",62,60,"Pronoun","1.00"
"whomp",6,5,"Verb","1.00"
"whomping",3,3,"Verb","0.67"
"whomsoever",5,4,"Pronoun","1.00"
"whoo",1789,764,"Interjection","0.95"
"whoof",2,2,"Verb","1.00"
"whoop",197,100,"Interjection","1.00"
"whooped",19,18,"Verb","1.00"
"whoopee",82,69,"Interjection","0.69"
"whoopers",2,1,"Noun","0.50"
"whooping",105,67,"Verb","0.70"
"whoops",228,191,"Interjection","0.86"
"whoosh",60,42,"Interjection","0.78"
"whooshed",3,2,"Verb","1.00"
"whooshes",9,6,"Noun","0.89"
"whooshing",6,6,"Verb","0.67"
"whoot",1,1,"Verb","1.00"
"whop",10,9,"Verb","1.00"
"whopped",4,4,"Verb","0.75"
"whopper",43,40,"Noun","1.00"
"whoppers",24,17,"Noun","0.79"
"whopping",31,30,"Adjective","0.97"
"whops",1,1,"Verb","1.00"
"whore",1076,616,"Noun","0.97"
"whored",5,5,"Verb","1.00"
"whorehouse",79,67,"Noun","1.00"
"whorehouses",10,9,"Noun","1.00"
"whoremaster",3,3,"Noun","1.00"
"whoremonger",3,3,"Noun","0.67"
"whores",297,199,"Noun","1.00"
"whoreson",2,1,"Noun","1.00"
"whoring",21,21,"Verb","0.81"
"whorish",5,4,"Adjective","0.80"
"whorl",3,3,"Noun","1.00"
"whorls",1,1,"Noun","1.00"
"whortleberries",1,1,"Noun","1.00"
"whose",3187,2272,"Determiner","1.00"
"whosever",3,3,"Verb","1.00"
"whosis",3,3,"Name","0.67"
"whoso",1,1,"Noun","1.00"
"whosoever",34,24,"Pronoun","1.00"
"whs",1,1,"Name","1.00"
"whup",68,43,"Verb","0.96"
"whupped",24,21,"Verb","0.79"
"whupping",16,16,"Verb","0.75"
"whups",1,1,"Verb","1.00"
"why",114687,8299,"Adverb","1.00"
"whyfor",1,1,"Noun","1.00"
"whys",16,16,"Noun","1.00"
"wi",30,19,"Noun","0.93"
"wibble",7,2,"Verb","0.57"
"wicca",25,16,"Name","0.52"
"wich",9,8,"Noun","0.56"
"wichita",122,53,"Name","1.00"
"wick",128,37,"Name","0.73"
"wicked",678,449,"Adjective","1.00"
"wickedest",8,6,"Adjective","1.00"
"wickedly",10,10,"Adverb","0.90"
"wickedness",39,37,"Noun","1.00"
"wicker",48,20,"Noun","0.73"
"wickers",1,1,"Name","1.00"
"wicket",7,7,"Noun","1.00"
"wickets",3,3,"Noun","1.00"
"wicking",1,1,"Noun","1.00"
"wickiup",14,2,"Noun","0.86"
"wickiups",1,1,"Noun","1.00"
"wicks",25,8,"Noun","0.63"
"wicky",3,2,"Adjective","1.00"
"widdershins",2,1,"Noun","1.00"
"widdle",11,8,"Noun","0.73"
"widdy",3,1,"Noun","0.67"
"wide",1214,982,"Adjective","0.63"
"widely",76,72,"Adverb","1.00"
"widen",42,40,"Verb","1.00"
"widened",14,13,"Verb","0.86"
"wideners",1,1,"Noun","1.00"
"widening",14,14,"Verb","0.93"
"widens",3,3,"Verb","1.00"
"wider",127,112,"Adjective","0.99"
"wides",1,1,"Noun","1.00"
"widescreen",4,4,"Noun","0.50"
"widespread",47,45,"Adjective","1.00"
"widest",6,6,"Adjective","0.83"
"widgeon",26,1,"Name","0.62"
"widget",10,7,"Noun","0.90"
"widgets",3,3,"Noun","1.00"
"widow",617,378,"Noun","0.99"
"widowed",29,28,"Adjective","0.79"
"widower",72,57,"Noun","1.00"
"widowered",1,1,"Verb","1.00"
"widowers",6,4,"Noun","1.00"
"widowhood",4,4,"Noun","1.00"
"widows",95,74,"Noun","1.00"
"width",35,32,"Noun","1.00"
"wiedersehen",64,41,"Interjection","0.91"
"wield",39,29,"Verb","1.00"
"wielded",8,7,"Verb","1.00"
"wielder",3,2,"Noun","1.00"
"wielders",1,1,"Noun","1.00"
"wielding",14,14,"Verb","1.00"
"wields",12,12,"Verb","1.00"
"wiener",113,66,"Noun","0.60"
"wieners",11,11,"Noun","0.73"
"wienie",21,13,"Noun","0.81"
"wienies",5,4,"Noun","1.00"
"wierd",6,4,"Noun","1.00"
"wife",17795,4811,"Noun","1.00"
"wifeless",1,1,"Adjective","1.00"
"wifelet",1,1,"Noun","1.00"
"wifely",10,10,"Adjective","1.00"
"wifes",1,1,"Noun","1.00"
"wig",426,246,"Noun","0.97"
"wigan",4,3,"Name","1.00"
"wigdom",2,1,"Noun","1.00"
"wigged",23,21,"Verb","1.00"
"wigger",1,1,"Noun","1.00"
"wigging",19,14,"Verb","0.95"
"wiggle",152,105,"Verb","0.69"
"wiggled",10,8,"Verb","1.00"
"wiggler",8,3,"Noun","1.00"
"wigglers",5,1,"Noun","1.00"
"wiggles",20,16,"Verb","0.45"
"wiggling",29,25,"Verb","0.90"
"wiggly",32,23,"Name","0.50"
"wiggy",31,14,"Adjective","0.58"
"wight",12,11,"Name","0.90"
"wigless",1,1,"Adjective","1.00"
"wigmaker",1,1,"Noun","1.00"
"wigs",71,53,"Noun","1.00"
"wigwam",16,11,"Noun","0.75"
"wigwams",4,3,"Noun","1.00"
"wiki",67,3,"Adjective","0.74"
"wilco",30,22,"Name","0.53"
"wilcoxon",3,1,"Name","1.00"
"wild",2923,1777,"Adjective","0.95"
"wildcard",1,1,"Noun","1.00"
"wildcat",71,41,"Noun","0.89"
"wildcats",81,22,"Noun","0.70"
"wildcatter",6,6,"Noun","0.83"
"wildcatters",3,3,"Noun","1.00"
"wildcatting",6,3,"Verb","0.67"
"wildebeest",22,15,"Noun","1.00"
"wildebeests",9,5,"Noun","1.00"
"wilder",106,50,"Adjective","1.00"
"wildered",1,1,"Verb","1.00"
"wilderness",201,145,"Noun","0.98"
"wildernesses",1,1,"Noun","1.00"
"wilders",1,1,"Name","1.00"
"wildest",124,110,"Adjective","1.00"
"wildfire",50,22,"Noun","0.78"
"wildflower",3,3,"Noun","0.67"
"wildflowers",11,10,"Noun","1.00"
"wilding",8,6,"Name","0.50"
"wildlife",98,62,"Noun","1.00"
"wildly",98,84,"Adverb","1.00"
"wildness",12,9,"Noun","1.00"
"wilds",16,15,"Noun","1.00"
"wildwind",27,1,"Name","0.59"
"wildwood",12,4,"Name","0.83"
"wile",21,12,"Noun","0.57"
"wiles",52,29,"Noun","0.67"
"wilful",12,10,"Adjective","1.00"
"wilfully",7,6,"Adverb","1.00"
"wilfulness",1,1,"Noun","1.00"
"wiling",3,3,"Verb","1.00"
"wilk",10,3,"Name","0.90"
"will",108306,8129,"Verb","0.95"
"willed",29,27,"Verb","1.00"
"willer",3,2,"Name","1.00"
"willers",3,1,"Name","1.00"
"willes",19,1,"Name","0.89"
"willet",23,2,"Name","0.70"
"willets",1,1,"Noun","1.00"
"willey",22,1,"Name","0.95"
"willful",35,28,"Adjective","1.00"
"willfully",26,25,"Adverb","1.00"
"willfulness",1,1,"Noun","1.00"
"willi",32,3,"Name","1.00"
"william",1653,517,"Name","1.00"
"williams",856,321,"Name","0.99"
"willie",1093,212,"Name","0.96"
"willies",45,41,"Noun","0.96"
"willing",2512,1822,"Adjective","1.00"
"willingly",121,110,"Adverb","1.00"
"willingness",68,62,"Noun","1.00"
"willow",318,153,"Noun","0.93"
"willows",97,65,"Noun","0.87"
"willowy",3,3,"Adjective","1.00"
"willpower",54,43,"Noun","0.91"
"wills",112,68,"Noun","0.50"
"willy",470,131,"Name","0.94"
"wilson",1187,313,"Name","0.99"
"wilt",93,58,"Verb","1.00"
"wilted",12,12,"Verb","0.83"
"wilting",7,7,"Verb","0.86"
"wilton",69,20,"Name","1.00"
"wilts",2,2,"Verb","1.00"
"wiltshire",2,2,"Name","1.00"
"wily",32,28,"Adjective","1.00"
"wimp",159,133,"Noun","0.67"
"wimped",6,3,"Verb","1.00"
"wimping",5,4,"Verb","1.00"
"wimple",8,6,"Noun","1.00"
"wimps",52,44,"Noun","0.94"
"wimpy",43,38,"Adjective","0.84"
"win",6867,2788,"Verb","0.96"
"wince",12,9,"Verb","0.50"
"winced",4,4,"Verb","1.00"
"winces",8,5,"Verb","1.00"
"winch",69,44,"Noun","0.82"
"winches",9,8,"Noun","1.00"
"winchester",328,108,"Name","1.00"
"wincing",1,1,"Verb","1.00"
"wind",3028,1818,"Noun","0.77"
"windage",10,6,"Verb","0.50"
"windbag",41,35,"Noun","0.78"
"windbags",1,1,"Noun","1.00"
"windblown",6,4,"Adjective","1.00"
"windbreak",1,1,"Noun","1.00"
"windbreaker",16,12,"Noun","0.81"
"windbreakers",1,1,"Noun","1.00"
"windburn",1,1,"Noun","1.00"
"windcheater",1,1,"Noun","1.00"
"windchill",2,1,"Noun","1.00"
"winded",18,16,"Verb","0.78"
"winder",5,4,"Noun","1.00"
"windfall",20,18,"Noun","1.00"
"windfalls",1,1,"Noun","1.00"
"windiest",3,2,"Adjective","1.00"
"winding",100,83,"Verb","0.69"
"windjammer",15,3,"Name","0.73"
"windlass",1,1,"Noun","1.00"
"windle",1,1,"Name","1.00"
"windless",1,1,"Adjective","1.00"
"windmill",65,39,"Noun","0.91"
"windmilling",1,1,"Verb","1.00"
"windmills",28,19,"Noun","1.00"
"window",4386,2442,"Noun","1.00"
"windowless",10,10,"Adjective","1.00"
"windowpane",13,10,"Noun","1.00"
"windowpanes",6,4,"Noun","1.00"
"windows",1190,831,"Noun","0.99"
"windowsill",33,30,"Noun","1.00"
"windowsills",2,2,"Noun","1.00"
"windpipe",46,38,"Noun","0.96"
"windpipes",2,2,"Noun","1.00"
"windproof",1,1,"Adjective","1.00"
"winds",384,298,"Noun","0.74"
"windscreen",14,8,"Noun","1.00"
"windscreens",2,2,"Noun","1.00"
"windshield",167,133,"Noun","0.96"
"windshields",16,13,"Noun","0.94"
"windsock",1,1,"Noun","1.00"
"windsor",71,39,"Name","0.99"
"windstorm",9,8,"Noun","0.89"
"windstorms",2,2,"Noun","1.00"
"windsurf",2,2,"Verb","1.00"
"windsurfer",3,3,"Noun","1.00"
"windsurfing",8,6,"Noun","1.00"
"windswept",6,6,"Adjective","1.00"
"windup",11,10,"Noun","0.91"
"windward",5,5,"Adverb","0.60"
"windy",134,104,"Adjective","1.00"
"wine",3078,1518,"Noun","1.00"
"wined",10,10,"Verb","1.00"
"wineglass",4,3,"Noun","1.00"
"wineglasses",1,1,"Noun","1.00"
"winemaker",9,7,"Noun","1.00"
"winemakers",1,1,"Noun","1.00"
"winemaking",1,1,"Verb","1.00"
"winer",1,1,"Name","1.00"
"wineries",1,1,"Noun","1.00"
"winery",17,10,"Noun","0.94"
"wines",74,58,"Noun","1.00"
"wineshop",1,1,"Noun","1.00"
"winetasting",1,1,"Noun","1.00"
"wing",1032,581,"Noun","0.90"
"wingate",4,3,"Name","0.75"
"wingding",14,13,"Noun","0.71"
"wingdings",1,1,"Noun","1.00"
"winged",58,52,"Adjective","0.64"
"winger",26,10,"Noun","0.64"
"wingers",2,2,"Noun","1.00"
"winging",32,28,"Verb","1.00"
"wingless",2,2,"Adjective","1.00"
"wingman",57,36,"Noun","1.00"
"wingmen",1,1,"Noun","1.00"
"wings",1003,635,"Noun","0.99"
"wingspan",10,10,"Noun","1.00"
"wingspread",2,2,"Noun","1.00"
"wingtip",5,3,"Noun","0.60"
"wingtips",2,2,"Noun","1.00"
"wining",5,5,"Verb","0.80"
"wink",180,119,"Noun","0.57"
"winked",37,32,"Verb","1.00"
"winker",1,1,"Noun","1.00"
"winking",22,18,"Verb","0.82"
"winkle",34,22,"Name","0.59"
"winkled",1,1,"Adjective","1.00"
"winkles",2,2,"Noun","1.00"
"winkling",2,2,"Verb","1.00"
"winks",28,27,"Noun","0.68"
"winless",2,2,"Adjective","1.00"
"winnable",1,1,"Adjective","1.00"
"winner",1592,916,"Noun","1.00"
"winners",323,223,"Noun","1.00"
"winning",1192,815,"Verb","0.75"
"winningest",2,2,"Adjective","1.00"
"winningly",3,2,"Adverb","1.00"
"winnings",90,68,"Noun","1.00"
"winnipeg",12,7,"Name","1.00"
"winnowed",1,1,"Verb","1.00"
"winnowing",1,1,"Verb","1.00"
"wino",42,28,"Noun","0.93"
"winos",22,20,"Noun","1.00"
"wins",988,661,"Verb","0.75"
"winslow",58,21,"Name","0.98"
"winsome",6,6,"Adjective","1.00"
"winsomely",1,1,"Adverb","1.00"
"winsomeness",1,1,"Noun","1.00"
"winster",1,1,"Name","1.00"
"wint",4,1,"Name","1.00"
"winter",1337,839,"Noun","0.95"
"winterberry",1,1,"Noun","1.00"
"wintered",4,4,"Verb","1.00"
"wintergreen",4,4,"Noun","0.75"
"wintering",1,1,"Verb","1.00"
"winterising",1,1,"Verb","1.00"
"winterize",1,1,"Verb","1.00"
"winterized",1,1,"Verb","1.00"
